ProductionKey,ProductionRecordID,ProductionDateKey,ProductKey,Factory,ProductionLine,Shift,PlannedQuantity,ActualQuantity,DefectQuantity,YieldRate,WorkHours,DowntimeMinutes
1737,MFG-01737,20250804,4,本社工場,ライン-B,夜勤,200,192,8,0.9629,4.3,4
1738,MFG-01738,20251219,20,本社工場,ライン-A,夜勤,500,492,8,0.986,7.0,8
1739,MFG-01739,20250426,11,本社工場,ライン-D,日勤,100,99,1,0.998,5.7,2
1740,MFG-01740,20250614,11,第二工場,ライン-A,夜勤,50,49,1,0.9855,6.6,1
1741,MFG-01741,20251119,9,第二工場,ライン-D,日勤,1000,983,17,0.9838,5.5,0
1742,MFG-01742,20250304,18,本社工場,ライン-D,夜勤,200,191,9,0.96,10.2,3
1743,MFG-01743,20250218,11,本社工場,ライン-D,日勤,200,173,27,0.8658,7.8,10
1744,MFG-01744,20260113,11,本社工場,ライン-E,夜勤,500,496,4,0.9923,8.6,10
1745,MFG-01745,20250523,2,九州工場,ライン-E,日勤,500,490,10,0.9805,11.1,1
1746,MFG-01746,20250803,13,本社工場,ライン-E,日勤,5,4,1,0.9592,7.4,49
1747,MFG-01747,20250303,16,九州工場,ライン-B,夜勤,1000,958,42,0.9587,5.1,2
1748,MFG-01748,20260112,9,九州工場,ライン-A,日勤,500,491,9,0.9823,6.0,6
1749,MFG-01749,20250610,10,本社工場,ライン-A,日勤,200,192,8,0.9629,6.4,4
1750,MFG-01750,20250321,1,九州工場,ライン-B,夜勤,100,96,4,0.9677,9.6,6
1751,MFG-01751,20250629,3,九州工場,ライン-A,夜勤,500,484,16,0.97,6.2,9
1752,MFG-01752,20250526,4,第二工場,ライン-C,夜勤,100,98,2,0.9839,11.2,5
1753,MFG-01753,20250609,5,第二工場,ライン-C,日勤,500,487,13,0.9744,10.6,1
1754,MFG-01754,20251208,3,九州工場,ライン-A,日勤,100,96,4,0.9628,10.0,2
1755,MFG-01755,20250119,6,第二工場,ライン-B,夜勤,10,9,1,0.998,8.8,9
1756,MFG-01756,20250627,8,九州工場,ライン-B,夜勤,50,49,1,0.9901,9.0,3
1757,MFG-01757,20251108,1,本社工場,ライン-E,夜勤,100,99,1,0.9912,6.4,10
1758,MFG-01758,20250401,17,第二工場,ライン-B,夜勤,100,98,2,0.9824,8.3,3
1759,MFG-01759,20250512,7,第二工場,ライン-D,日勤,20,19,1,0.9933,6.0,126
1760,MFG-01760,20260202,12,本社工場,ライン-C,夜勤,10,9,1,0.9798,5.1,0
1761,MFG-01761,20250819,9,第二工場,ライン-B,日勤,200,199,1,0.9968,10.8,8
1762,MFG-01762,20260218,20,九州工場,ライン-C,夜勤,500,495,5,0.9905,10.9,6
1763,MFG-01763,20260218,20,第二工場,ライン-D,夜勤,100,99,1,0.9903,7.8,4
1764,MFG-01764,20250823,4,九州工場,ライン-E,日勤,50,49,1,0.9883,6.7,8
1765,MFG-01765,20250822,7,第二工場,ライン-C,夜勤,10,9,1,0.9716,8.3,7
1766,MFG-01766,20250109,14,第二工場,ライン-A,日勤,20,19,1,0.9525,10.8,1
1767,MFG-01767,20250211,1,九州工場,ライン-B,夜勤,500,497,3,0.9948,7.6,7
1768,MFG-01768,20260301,12,第二工場,ライン-D,夜勤,10,9,1,0.9742,11.5,6
1769,MFG-01769,20250909,10,九州工場,ライン-C,日勤,100,99,1,0.9965,6.9,6
1770,MFG-01770,20251022,17,本社工場,ライン-C,夜勤,100,98,2,0.981,10.3,9
1771,MFG-01771,20260209,8,第二工場,ライン-D,夜勤,50,49,1,0.986,6.1,8
1772,MFG-01772,20250811,3,九州工場,ライン-D,日勤,500,477,23,0.956,11.7,5
1773,MFG-01773,20250129,8,第二工場,ライン-E,夜勤,200,193,7,0.9681,10.6,1
1774,MFG-01774,20251119,14,九州工場,ライン-B,夜勤,20,19,1,0.9768,4.4,5
1775,MFG-01775,20250920,12,本社工場,ライン-B,日勤,5,4,1,0.9711,8.6,1
1776,MFG-01776,20260217,20,本社工場,ライン-B,夜勤,200,193,7,0.9677,11.3,7
1777,MFG-01777,20250824,12,第二工場,ライン-E,夜勤,5,4,1,0.957,11.6,3
1778,MFG-01778,20250510,10,本社工場,ライン-C,夜勤,200,193,7,0.9681,9.9,1
1779,MFG-01779,20251003,3,本社工場,ライン-B,日勤,200,190,10,0.9543,9.7,0
1780,MFG-01780,20250818,8,第二工場,ライン-A,夜勤,100,97,3,0.9722,7.4,2
1781,MFG-01781,20250718,8,第二工場,ライン-D,夜勤,500,496,4,0.9933,8.4,7
1782,MFG-01782,20260221,16,第二工場,ライン-C,夜勤,200,196,4,0.9812,11.5,5
1783,MFG-01783,20250312,19,本社工場,ライン-C,夜勤,500,496,4,0.9922,11.0,3
1784,MFG-01784,20250901,13,第二工場,ライン-D,夜勤,5,4,1,0.996,7.8,1
1785,MFG-01785,20250607,20,第二工場,ライン-D,日勤,100,98,2,0.9862,10.1,3
1786,MFG-01786,20250131,20,本社工場,ライン-E,日勤,200,175,25,0.8777,9.9,5
1787,MFG-01787,20250723,12,本社工場,ライン-E,日勤,20,19,1,0.9752,11.7,10
1788,MFG-01788,20250805,12,第二工場,ライン-B,日勤,20,19,1,0.9698,11.9,10
1789,MFG-01789,20260126,1,第二工場,ライン-A,夜勤,50,49,1,0.9854,4.6,4
1790,MFG-01790,20251027,12,本社工場,ライン-D,日勤,20,19,1,0.9784,7.2,1
1791,MFG-01791,20250214,18,九州工場,ライン-A,夜勤,200,194,6,0.9715,11.4,1
1792,MFG-01792,20250609,10,第二工場,ライン-D,夜勤,1000,986,14,0.9867,7.3,0
1793,MFG-01793,20250524,15,第二工場,ライン-E,夜勤,500,495,5,0.99,8.4,9
1794,MFG-01794,20250109,12,第二工場,ライン-B,夜勤,10,9,1,0.9753,9.0,2
1795,MFG-01795,20251226,8,本社工場,ライン-B,日勤,200,194,6,0.9703,6.3,86
1796,MFG-01796,20260306,16,九州工場,ライン-B,夜勤,100,96,4,0.9622,6.8,1
1797,MFG-01797,20250930,13,本社工場,ライン-D,夜勤,10,9,1,0.9765,10.7,8
1798,MFG-01798,20250623,6,第二工場,ライン-C,夜勤,20,15,5,0.7991,6.1,10
1799,MFG-01799,20250327,8,第二工場,ライン-E,日勤,500,487,13,0.9758,10.0,6
1800,MFG-01800,20250731,10,第二工場,ライン-D,夜勤,50,47,3,0.9598,6.9,3
1801,MFG-01801,20250105,5,九州工場,ライン-C,夜勤,100,99,1,0.9966,10.2,1
1802,MFG-01802,20250628,7,九州工場,ライン-E,夜勤,20,19,1,0.9789,6.7,9
1803,MFG-01803,20250130,19,第二工場,ライン-E,日勤,1000,976,24,0.9766,7.0,8
1804,MFG-01804,20260306,4,第二工場,ライン-D,夜勤,500,487,13,0.9758,11.5,71
1805,MFG-01805,20250609,18,本社工場,ライン-E,日勤,500,498,2,0.9961,4.5,6
1806,MFG-01806,20250407,9,九州工場,ライン-B,日勤,100,98,2,0.9831,11.0,3
1807,MFG-01807,20260126,2,九州工場,ライン-E,日勤,100,95,5,0.9574,11.2,1
1808,MFG-01808,20250601,13,本社工場,ライン-A,日勤,20,19,1,0.9594,4.4,72
1809,MFG-01809,20250120,7,第二工場,ライン-A,夜勤,10,9,1,0.9842,11.1,6
1810,MFG-01810,20250704,20,第二工場,ライン-E,夜勤,100,99,1,0.9903,7.5,4
1811,MFG-01811,20250616,10,九州工場,ライン-A,日勤,200,193,7,0.9695,8.9,4
1812,MFG-01812,20250624,5,第二工場,ライン-A,夜勤,500,497,3,0.994,10.4,41
1813,MFG-01813,20251222,13,九州工場,ライン-D,日勤,20,19,1,0.9908,9.8,2
1814,MFG-01814,20251207,9,九州工場,ライン-B,日勤,200,197,3,0.9896,11.4,1
1815,MFG-01815,20251121,16,九州工場,ライン-C,夜勤,100,99,1,0.9901,8.5,2
1816,MFG-01816,20250116,17,九州工場,ライン-B,夜勤,200,196,4,0.984,10.0,160
1817,MFG-01817,20250428,5,第二工場,ライン-C,日勤,500,485,15,0.9719,9.6,0
1818,MFG-01818,20250124,15,九州工場,ライン-C,夜勤,200,192,8,0.9622,5.5,1
1819,MFG-01819,20250316,20,本社工場,ライン-C,夜勤,100,98,2,0.9889,6.6,10
1820,MFG-01820,20250112,5,第二工場,ライン-E,日勤,500,416,84,0.8329,5.4,2
1821,MFG-01821,20250515,1,第二工場,ライン-D,夜勤,500,497,3,0.9958,7.2,5
1822,MFG-01822,20250122,19,第二工場,ライン-A,日勤,200,195,5,0.9781,6.6,4
1823,MFG-01823,20250415,2,第二工場,ライン-A,夜勤,200,197,3,0.9887,5.8,8
1824,MFG-01824,20250918,17,九州工場,ライン-D,夜勤,100,99,1,0.9937,8.9,1
1825,MFG-01825,20250416,13,第二工場,ライン-A,日勤,5,4,1,0.9925,11.9,3
1826,MFG-01826,20251012,13,第二工場,ライン-A,夜勤,5,4,1,0.9933,4.6,0
1827,MFG-01827,20250420,17,本社工場,ライン-A,夜勤,100,96,4,0.9623,12.0,5
1828,MFG-01828,20260109,8,本社工場,ライン-E,夜勤,100,98,2,0.9862,6.1,0
1829,MFG-01829,20250705,8,第二工場,ライン-C,日勤,200,198,2,0.9924,11.7,3
1830,MFG-01830,20251124,2,第二工場,ライン-E,日勤,100,97,3,0.9737,10.5,8
1831,MFG-01831,20260124,17,九州工場,ライン-D,夜勤,500,491,9,0.9831,5.2,5
1832,MFG-01832,20260201,18,本社工場,ライン-B,日勤,500,493,7,0.9865,4.9,3
1833,MFG-01833,20250711,7,第二工場,ライン-A,夜勤,20,19,1,0.9899,7.9,7
1834,MFG-01834,20250915,1,第二工場,ライン-E,夜勤,100,97,3,0.973,6.2,5
1835,MFG-01835,20260302,19,第二工場,ライン-D,日勤,50,47,3,0.9596,11.5,5
1836,MFG-01836,20251217,11,九州工場,ライン-E,日勤,1000,973,27,0.9735,8.3,4
1837,MFG-01837,20250214,3,九州工場,ライン-C,夜勤,500,478,22,0.9575,7.6,10
1838,MFG-01838,20250302,20,第二工場,ライン-E,夜勤,100,97,3,0.9794,6.8,5
1839,MFG-01839,20260203,14,本社工場,ライン-C,夜勤,10,9,1,0.9847,11.3,67
1840,MFG-01840,20250629,17,本社工場,ライン-B,日勤,200,190,10,0.9518,10.1,7
1841,MFG-01841,20251130,5,第二工場,ライン-B,日勤,100,97,3,0.976,10.0,10
1842,MFG-01842,20251104,6,第二工場,ライン-D,夜勤,10,9,1,0.9622,9.2,36
1843,MFG-01843,20260216,17,第二工場,ライン-A,日勤,500,482,18,0.9644,4.0,5
1844,MFG-01844,20260322,8,九州工場,ライン-D,日勤,200,193,7,0.9692,11.9,5
1845,MFG-01845,20250617,9,第二工場,ライン-C,日勤,100,99,1,0.9928,4.3,7
1846,MFG-01846,20260315,9,九州工場,ライン-D,日勤,200,159,41,0.7999,5.6,4
1847,MFG-01847,20251116,19,本社工場,ライン-A,日勤,500,483,17,0.9668,7.6,10
1848,MFG-01848,20250320,17,九州工場,ライン-C,日勤,100,99,1,0.9923,6.9,10
1849,MFG-01849,20260306,7,本社工場,ライン-E,日勤,10,9,1,0.9764,4.7,2
1850,MFG-01850,20250802,9,九州工場,ライン-B,夜勤,200,192,8,0.9628,10.0,158
1851,MFG-01851,20251109,1,第二工場,ライン-D,日勤,500,491,9,0.9835,11.5,1
1852,MFG-01852,20250822,16,第二工場,ライン-C,日勤,100,96,4,0.9633,4.8,2
1853,MFG-01853,20250623,7,第二工場,ライン-A,夜勤,5,4,1,0.9865,8.1,10
1854,MFG-01854,20251020,16,第二工場,ライン-C,夜勤,200,193,7,0.9653,11.2,5
1855,MFG-01855,20250616,10,第二工場,ライン-E,日勤,200,199,1,0.9972,7.5,7
1856,MFG-01856,20250222,11,九州工場,ライン-D,日勤,1000,989,11,0.9898,6.1,0
1857,MFG-01857,20250907,13,第二工場,ライン-B,日勤,10,9,1,0.956,4.4,46
1858,MFG-01858,20250620,9,第二工場,ライン-D,日勤,500,481,19,0.9626,9.3,10
1859,MFG-01859,20250515,18,本社工場,ライン-D,日勤,200,199,1,0.9962,6.7,3
1860,MFG-01860,20250625,9,第二工場,ライン-D,日勤,200,196,4,0.9811,7.7,5
1861,MFG-01861,20250319,8,九州工場,ライン-B,夜勤,1000,950,50,0.9508,10.2,5
1862,MFG-01862,20250906,20,第二工場,ライン-C,夜勤,1000,969,31,0.9696,4.4,8
1863,MFG-01863,20260131,9,本社工場,ライン-A,夜勤,100,98,2,0.9853,10.3,7
1864,MFG-01864,20250101,10,第二工場,ライン-A,日勤,100,99,1,0.9979,7.6,4
1865,MFG-01865,20260109,16,第二工場,ライン-E,日勤,1000,966,34,0.9668,6.6,0
1866,MFG-01866,20250923,7,第二工場,ライン-D,夜勤,10,9,1,0.9512,8.9,0
1867,MFG-01867,20250209,15,九州工場,ライン-C,日勤,500,382,118,0.7657,10.0,7
1868,MFG-01868,20251021,9,本社工場,ライン-E,夜勤,200,191,9,0.9585,8.2,1
1869,MFG-01869,20250723,5,九州工場,ライン-A,夜勤,200,196,4,0.9819,10.2,6
1870,MFG-01870,20250816,13,第二工場,ライン-B,日勤,10,9,1,0.9922,10.4,9
1871,MFG-01871,20250728,2,本社工場,ライン-D,夜勤,100,96,4,0.9603,10.2,3
1872,MFG-01872,20260215,12,本社工場,ライン-A,日勤,5,4,1,0.9937,6.5,4
1873,MFG-01873,20251111,8,第二工場,ライン-D,日勤,100,98,2,0.9849,7.3,1
1874,MFG-01874,20251222,9,本社工場,ライン-E,日勤,500,496,4,0.9928,4.1,131
1875,MFG-01875,20251211,8,九州工場,ライン-C,夜勤,500,478,22,0.9574,10.6,5
1876,MFG-01876,20250403,14,九州工場,ライン-B,夜勤,50,49,1,0.9884,5.1,8
1877,MFG-01877,20250719,14,本社工場,ライン-E,日勤,20,19,1,0.9882,5.3,10
1878,MFG-01878,20250327,11,第二工場,ライン-B,日勤,1000,987,13,0.9879,8.4,2
1879,MFG-01879,20260308,11,第二工場,ライン-E,夜勤,1000,971,29,0.9717,6.1,6
1880,MFG-01880,20250710,7,第二工場,ライン-B,夜勤,50,47,3,0.9547,10.2,5
1881,MFG-01881,20250213,7,第二工場,ライン-D,日勤,5,4,1,0.9528,8.4,8
1882,MFG-01882,20250221,19,第二工場,ライン-B,夜勤,200,195,5,0.9758,11.2,1
1883,MFG-01883,20250514,13,本社工場,ライン-B,日勤,5,4,1,0.9595,6.6,1
1884,MFG-01884,20250226,6,本社工場,ライン-D,日勤,5,4,1,0.8223,10.2,7
1885,MFG-01885,20250905,2,本社工場,ライン-E,夜勤,500,477,23,0.9552,8.3,6
1886,MFG-01886,20250315,20,本社工場,ライン-C,夜勤,200,198,2,0.9902,9.1,1
1887,MFG-01887,20250913,5,第二工場,ライン-A,夜勤,200,190,10,0.9549,7.1,0
1888,MFG-01888,20250426,6,第二工場,ライン-D,夜勤,5,4,1,0.9643,8.7,24
1889,MFG-01889,20250615,8,九州工場,ライン-E,日勤,200,197,3,0.9882,8.6,7
1890,MFG-01890,20251127,1,第二工場,ライン-B,日勤,100,95,5,0.9555,11.7,0
1891,MFG-01891,20250305,18,九州工場,ライン-A,夜勤,200,193,7,0.9691,8.4,7
1892,MFG-01892,20250106,15,本社工場,ライン-C,日勤,1000,953,47,0.9532,6.0,2
1893,MFG-01893,20260204,11,第二工場,ライン-B,日勤,100,97,3,0.9774,11.4,145
1894,MFG-01894,20250822,12,九州工場,ライン-C,日勤,20,19,1,0.9596,11.9,8
1895,MFG-01895,20260228,10,九州工場,ライン-B,日勤,50,48,2,0.9615,10.4,7
1896,MFG-01896,20250609,11,第二工場,ライン-C,日勤,500,477,23,0.9559,11.0,4
1897,MFG-01897,20250125,3,九州工場,ライン-B,日勤,100,96,4,0.9676,11.6,7
1898,MFG-01898,20251017,19,本社工場,ライン-A,夜勤,500,485,15,0.9718,7.9,7
1899,MFG-01899,20251225,1,本社工場,ライン-B,夜勤,200,190,10,0.9527,8.6,79
1900,MFG-01900,20251224,13,第二工場,ライン-A,日勤,5,4,1,0.9865,9.0,3
1901,MFG-01901,20250503,15,九州工場,ライン-D,夜勤,100,98,2,0.9867,7.2,10
1902,MFG-01902,20250812,2,第二工場,ライン-A,夜勤,100,99,1,0.9958,10.7,7
1903,MFG-01903,20251213,8,九州工場,ライン-A,夜勤,500,391,109,0.7839,6.1,7
1904,MFG-01904,20250620,16,第二工場,ライン-C,日勤,500,481,19,0.9635,8.3,92
1905,MFG-01905,20251225,15,本社工場,ライン-B,日勤,1000,991,9,0.9911,10.8,0
1906,MFG-01906,20250821,20,第二工場,ライン-E,夜勤,500,477,23,0.9556,4.9,9
1907,MFG-01907,20250831,13,第二工場,ライン-C,夜勤,20,19,1,0.9721,8.1,2
1908,MFG-01908,20250327,13,本社工場,ライン-E,夜勤,5,4,1,0.9512,5.6,144
1909,MFG-01909,20250513,13,第二工場,ライン-E,夜勤,10,9,1,0.985,5.5,10
1910,MFG-01910,20260103,14,本社工場,ライン-A,日勤,20,19,1,0.98,10.9,7
1911,MFG-01911,20250813,20,第二工場,ライン-C,日勤,500,488,12,0.9771,10.6,3
1912,MFG-01912,20250912,15,本社工場,ライン-E,夜勤,50,47,3,0.9526,7.5,5
1913,MFG-01913,20250305,5,九州工場,ライン-E,夜勤,100,95,5,0.9516,8.3,2
1914,MFG-01914,20250528,7,本社工場,ライン-B,日勤,20,19,1,0.9569,8.9,4
1915,MFG-01915,20250524,13,第二工場,ライン-A,日勤,50,49,1,0.9973,6.1,0
1916,MFG-01916,20250724,20,九州工場,ライン-C,日勤,100,99,1,0.9922,6.6,4
1917,MFG-01917,20250216,5,第二工場,ライン-E,日勤,200,190,10,0.9516,7.1,4
1918,MFG-01918,20250929,18,第二工場,ライン-C,夜勤,500,477,23,0.9551,11.7,8
1919,MFG-01919,20260206,1,本社工場,ライン-C,夜勤,200,191,9,0.9569,10.4,7
1920,MFG-01920,20250730,10,第二工場,ライン-B,夜勤,500,495,5,0.9913,11.6,10
1921,MFG-01921,20250817,18,本社工場,ライン-D,日勤,50,49,1,0.9956,5.4,1
1922,MFG-01922,20250904,2,九州工場,ライン-A,夜勤,200,198,2,0.9943,11.6,10
1923,MFG-01923,20250309,18,九州工場,ライン-D,夜勤,100,97,3,0.9739,10.6,4
1924,MFG-01924,20260215,6,九州工場,ライン-C,夜勤,5,4,1,0.9727,9.3,4
1925,MFG-01925,20250228,14,本社工場,ライン-A,日勤,10,9,1,0.9726,4.2,25
1926,MFG-01926,20250402,17,第二工場,ライン-D,夜勤,500,475,25,0.951,9.4,10
1927,MFG-01927,20260121,1,九州工場,ライン-A,夜勤,200,192,8,0.963,7.2,9
1928,MFG-01928,20250312,3,第二工場,ライン-A,夜勤,200,193,7,0.9653,9.9,5
1929,MFG-01929,20250329,13,第二工場,ライン-E,夜勤,20,19,1,0.9846,4.4,5
1930,MFG-01930,20250530,18,本社工場,ライン-B,日勤,200,199,1,0.9957,5.1,8
1931,MFG-01931,20250421,13,九州工場,ライン-E,日勤,20,19,1,0.9661,11.8,2
1932,MFG-01932,20250725,16,第二工場,ライン-A,夜勤,200,196,4,0.9804,4.1,1
1933,MFG-01933,20251017,14,九州工場,ライン-D,夜勤,5,4,1,0.9535,5.0,8
1934,MFG-01934,20250321,18,本社工場,ライン-C,日勤,100,97,3,0.9771,10.7,9
1935,MFG-01935,20251128,7,九州工場,ライン-D,夜勤,10,9,1,0.9757,11.5,5
1936,MFG-01936,20260220,4,第二工場,ライン-A,日勤,500,476,24,0.954,8.8,7
1937,MFG-01937,20250621,15,九州工場,ライン-C,日勤,1000,993,7,0.9939,6.4,3
1938,MFG-01938,20251026,14,第二工場,ライン-B,日勤,5,4,1,0.9614,4.6,9
1939,MFG-01939,20260210,16,本社工場,ライン-D,夜勤,500,479,21,0.9582,10.0,10
1940,MFG-01940,20250606,7,第二工場,ライン-C,夜勤,5,4,1,0.9681,7.8,6
1941,MFG-01941,20260121,10,九州工場,ライン-B,日勤,500,488,12,0.9774,10.1,8
1942,MFG-01942,20251128,1,本社工場,ライン-C,夜勤,200,199,1,0.9961,9.0,9
1943,MFG-01943,20250527,1,本社工場,ライン-E,夜勤,500,486,14,0.9729,5.0,6
1944,MFG-01944,20250715,5,第二工場,ライン-B,夜勤,200,192,8,0.9606,10.3,9
1945,MFG-01945,20260125,3,九州工場,ライン-C,日勤,1000,957,43,0.9571,5.9,1
1946,MFG-01946,20260121,15,本社工場,ライン-B,夜勤,100,97,3,0.9736,10.9,0
1947,MFG-01947,20260326,1,九州工場,ライン-A,夜勤,100,96,4,0.9607,11.8,4
1948,MFG-01948,20250818,10,本社工場,ライン-B,日勤,500,490,10,0.9811,6.6,6
1949,MFG-01949,20251222,16,本社工場,ライン-D,夜勤,100,98,2,0.9879,5.3,2
1950,MFG-01950,20260115,10,九州工場,ライン-D,日勤,200,171,29,0.858,5.1,9
1951,MFG-01951,20250120,2,第二工場,ライン-D,夜勤,200,196,4,0.981,6.4,7
1952,MFG-01952,20250508,11,第二工場,ライン-C,日勤,500,490,10,0.9808,5.0,9
1953,MFG-01953,20250315,2,第二工場,ライン-D,夜勤,500,488,12,0.9774,9.0,3
1954,MFG-01954,20251217,19,九州工場,ライン-D,日勤,100,98,2,0.9855,9.4,5
1955,MFG-01955,20250331,17,九州工場,ライン-D,日勤,100,98,2,0.9897,10.6,71
1956,MFG-01956,20250507,1,本社工場,ライン-D,夜勤,100,99,1,0.9902,5.7,3
1957,MFG-01957,20250805,10,本社工場,ライン-A,日勤,100,96,4,0.9622,9.1,3
1958,MFG-01958,20260101,15,本社工場,ライン-B,日勤,100,88,12,0.8874,7.2,2
1959,MFG-01959,20250617,4,第二工場,ライン-A,日勤,200,195,5,0.9756,8.0,4
1960,MFG-01960,20251121,2,本社工場,ライン-C,日勤,500,491,9,0.9824,11.6,1
1961,MFG-01961,20250210,19,本社工場,ライン-E,夜勤,500,478,22,0.9563,5.9,0
1962,MFG-01962,20250906,17,九州工場,ライン-A,日勤,500,492,8,0.9852,11.1,5
1963,MFG-01963,20260102,8,九州工場,ライン-C,夜勤,1000,979,21,0.9796,11.0,7
1964,MFG-01964,20260316,11,第二工場,ライン-C,日勤,500,494,6,0.9883,5.4,10
1965,MFG-01965,20250309,9,本社工場,ライン-D,日勤,500,492,8,0.9858,5.1,10
1966,MFG-01966,20251209,18,九州工場,ライン-C,夜勤,100,99,1,0.992,4.0,1
1967,MFG-01967,20250610,2,本社工場,ライン-C,日勤,100,96,4,0.9685,10.5,6
1968,MFG-01968,20251101,15,本社工場,ライン-D,夜勤,100,99,1,0.9963,4.2,0
1969,MFG-01969,20260117,19,本社工場,ライン-A,日勤,50,49,1,0.9862,9.9,3
1970,MFG-01970,20251104,5,九州工場,ライン-D,日勤,200,192,8,0.9635,11.8,1
1971,MFG-01971,20250717,8,九州工場,ライン-E,日勤,200,196,4,0.984,9.9,105
1972,MFG-01972,20250804,20,第二工場,ライン-A,日勤,500,498,2,0.9977,10.1,2
1973,MFG-01973,20250714,16,九州工場,ライン-B,日勤,50,49,1,0.9843,5.3,178
1974,MFG-01974,20251011,4,第二工場,ライン-C,日勤,200,193,7,0.9669,6.3,3
1975,MFG-01975,20260108,1,本社工場,ライン-E,日勤,500,497,3,0.9957,8.2,10
1976,MFG-01976,20251019,12,九州工場,ライン-A,夜勤,5,4,1,0.9698,11.1,7
1977,MFG-01977,20250515,19,第二工場,ライン-A,夜勤,200,194,6,0.9716,4.5,7
1978,MFG-01978,20250221,3,第二工場,ライン-D,夜勤,200,195,5,0.9792,6.9,4
1979,MFG-01979,20250508,3,本社工場,ライン-E,夜勤,100,95,5,0.9508,4.3,5
1980,MFG-01980,20250808,11,本社工場,ライン-B,夜勤,500,480,20,0.9616,9.4,141
1981,MFG-01981,20251219,18,本社工場,ライン-D,日勤,500,481,19,0.9636,7.8,1
1982,MFG-01982,20250315,9,本社工場,ライン-A,夜勤,1000,965,35,0.9654,9.3,4
1983,MFG-01983,20251030,2,九州工場,ライン-E,日勤,500,488,12,0.9764,5.7,6
1984,MFG-01984,20251120,15,九州工場,ライン-B,夜勤,100,96,4,0.9688,4.1,4
1985,MFG-01985,20250508,17,九州工場,ライン-B,日勤,50,48,2,0.964,6.5,9
1986,MFG-01986,20250426,1,九州工場,ライン-D,夜勤,100,97,3,0.9772,9.2,4
1987,MFG-01987,20250731,13,九州工場,ライン-B,夜勤,10,9,1,0.9883,5.3,7
1988,MFG-01988,20260203,11,本社工場,ライン-D,日勤,100,95,5,0.9562,11.2,5
1989,MFG-01989,20250715,15,本社工場,ライン-D,日勤,200,194,6,0.9749,9.9,1
1990,MFG-01990,20250922,6,本社工場,ライン-E,夜勤,10,8,2,0.8313,4.9,9
1991,MFG-01991,20250307,16,九州工場,ライン-E,夜勤,500,489,11,0.9795,8.7,3
1992,MFG-01992,20250802,3,本社工場,ライン-C,夜勤,200,195,5,0.9765,10.5,4
1993,MFG-01993,20250605,5,本社工場,ライン-A,日勤,500,488,12,0.9767,6.0,6
1994,MFG-01994,20250408,3,第二工場,ライン-B,日勤,200,190,10,0.952,11.5,1
1995,MFG-01995,20250930,2,第二工場,ライン-B,夜勤,200,198,2,0.9942,10.3,3
1996,MFG-01996,20251209,19,本社工場,ライン-D,夜勤,50,49,1,0.9947,10.3,9
1997,MFG-01997,20260303,4,九州工場,ライン-A,日勤,500,484,16,0.9682,9.3,4
1998,MFG-01998,20260107,16,九州工場,ライン-D,日勤,100,96,4,0.9606,4.6,32
1999,MFG-01999,20250922,4,九州工場,ライン-A,日勤,100,96,4,0.9664,4.7,2
2000,MFG-02000,20250611,4,九州工場,ライン-D,日勤,100,97,3,0.9741,7.3,4
